CA(k),qc,CA(k+1)
0.117668961,109.6336999,0.117467385
0.117467385,109.6336999,0.117249954
0.117249954,109.6336999,0.117036136
0.117036136,109.6336999,0.116842825
0.116842825,109.6336999,0.116683202
0.116683202,109.6336999,0.116566059
0.116566059,109.6336999,0.116495598
0.116495598,109.6336999,0.116471678
0.116471678,109.6336999,0.116490393
0.116490393,109.6336999,0.116544905
0.116544905,109.6336999,0.116626387
0.116626387,109.6336999,0.116724997
0.116724997,101.1662587,0.115241269
0.115241269,101.1662587,0.110929716
0.110929716,101.1662587,0.104617393
0.104617393,101.1662587,0.097510708
0.097510708,101.1662587,0.090915876
0.090915876,101.1662587,0.085792662
0.085792662,101.1662587,0.082487118
0.082487118,101.1662587,0.080825351
0.080825351,101.1662587,0.08039081
0.08039081,101.1662587,0.080747217
0.080747217,101.1662587,0.081538552
0.081538552,101.1662587,0.08250776
0.08250776,101.1662587,0.083483432
0.083483432,101.1662587,0.084360201
0.084360201,101.1662587,0.085081506
0.085081506,101.1662587,0.085626083
0.085626083,101.1662587,0.085997413
0.085997413,101.1662587,0.08621521
0.08621521,101.1662587,0.086308405
0.086308405,101.1662587,0.086309432
0.086309432,101.1662587,0.086249822
0.086249822,101.1662587,0.086157155
0.086157155,101.1662587,0.086053335
0.086053335,101.1662587,0.08595402
0.08595402,101.1662587,0.085868951
0.085868951,101.1662587,0.085802855
0.085802855,101.1662587,0.085756641
0.085756641,101.1662587,0.085728626
0.085728626,101.1662587,0.085715637
0.085715637,101.1662587,0.085713902
0.085713902,101.1662587,0.085719689
0.085719689,101.1662587,0.08572972
0.08572972,101.1662587,0.08574138
0.08574138,97.27488825,0.085039188
0.085039188,97.27488825,0.083337312
0.083337312,97.27488825,0.081220428
0.081220428,97.27488825,0.079143748
0.079143748,97.27488825,0.077389836
0.077389836,97.27488825,0.076074528
0.076074528,97.27488825,0.075192102
0.075192102,97.27488825,0.074670919
0.074670919,97.27488825,0.074417709
0.074417709,97.27488825,0.07434396
0.07434396,97.27488825,0.074377594
0.074377594,97.27488825,0.074465611
0.074465611,97.27488825,0.07457232
0.07457232,97.27488825,0.074675919
0.074675919,97.27488825,0.074764859
0.074764859,97.27488825,0.074834612
0.074834612,97.27488825,0.074885063
0.074885063,97.27488825,0.074918546
0.074918546,97.27488825,0.074938464
0.074938464,97.27488825,0.074948391
0.074948391,97.27488825,0.074951553
0.074951553,97.27488825,0.074950583
0.074950583,97.27488825,0.074947452
0.074947452,105.1640625,0.076337738
0.076337738,105.1640625,0.079493872
0.079493872,105.1640625,0.083389788
0.083389788,105.1640625,0.087442567
0.087442567,105.1640625,0.091308133
0.091308133,105.1640625,0.094773357
0.094773357,105.1640625,0.097704428
0.097704428,105.1640625,0.100023327
0.100023327,105.1640625,0.101697728
0.101697728,105.1640625,0.102736777
0.102736777,105.1640625,0.103188379
0.103188379,105.1640625,0.103135144
0.103135144,105.1640625,0.102687185
0.102687185,105.1640625,0.101971196
0.101971196,105.1640625,0.101116759
0.101116759,105.1640625,0.100242198
0.100242198,101.8856828,0.098828325
0.098828325,101.8856828,0.096593531
0.096593531,101.8856828,0.094006326
0.094006326,101.8856828,0.091487729
0.091487729,101.8856828,0.089343979
0.089343979,101.8856828,0.087735564
0.087735564,101.8856828,0.086690635
0.086690635,101.8856828,0.086146233
0.086146233,101.8856828,0.085993879
0.085993879,101.8856828,0.086114667
0.086114667,101.8856828,0.086400251
0.086400251,101.8856828,0.086762487
0.086762487,101.8856828,0.087135939
0.087135939,101.8856828,0.087476573
0.087476573,100.5462767,0.087514041
0.087514041,100.5462767,0.08713068
0.08713068,100.5462767,0.086510701
0.086510701,100.5462767,0.085807403
0.085807403,100.5462767,0.085133876
0.085133876,100.5462767,0.084560872
0.084560872,100.5462767,0.084121443
0.084121443,100.5462767,0.083819808
0.083819808,100.5462767,0.083641428
0.083641428,100.5462767,0.083562024
0.083562024,100.5462767,0.083554427
0.083554427,100.5462767,0.083593078
0.083593078,100.5462767,0.08365651
0.08365651,100.5462767,0.083728333
0.083728333,100.5462767,0.083797235
0.083797235,100.5462767,0.083856387
0.083856387,96.59905852,0.083181073
0.083181073,96.59905852,0.081501725
0.081501725,96.59905852,0.079422562
0.079422562,96.59905852,0.077399423
0.077399423,96.59905852,0.075704259
0.075704259,96.59905852,0.074440221
0.074440221,96.59905852,0.073593043
0.073593043,96.59905852,0.073088389
0.073088389,96.59905852,0.072834857
0.072834857,96.59905852,0.072748233
0.072748233,96.59905852,0.072761361
0.072761361,96.59905852,0.072825691
0.072825691,96.59905852,0.072908982
0.072908982,96.59905852,0.072991742
0.072991742,96.59905852,0.073063685
0.073063685,96.59905852,0.073120699
0.073120699,91.17303812,0.072192448
0.072192448,91.17303812,0.070087107
0.070087107,91.17303812,0.067707754
0.067707754,91.17303812,0.06558968
0.06558968,91.17303812,0.063946204
0.063946204,91.17303812,0.062782037
0.062782037,91.17303812,0.062008395
0.062008395,91.17303812,0.061517877
0.061517877,91.17303812,0.061218251
0.061218251,91.17303812,0.061041155
0.061041155,91.17303812,0.060939881
0.060939881,91.17303812,0.060884104
0.060884104,91.17303812,0.060854835
0.060854835,91.17303812,0.060840525
0.060840525,91.17303812,0.060834334
0.060834334,91.17303812,0.060832322
0.060832322,91.17303812,0.060832293
0.060832293,91.17303812,0.060833073
0.060833073,91.17303812,0.06083407
0.06083407,95.18216138,0.061512982
0.061512982,95.18216138,0.062884649
0.062884649,95.18216138,0.064382035
0.064382035,95.18216138,0.065759165
0.065759165,95.18216138,0.066920142
0.066920142,95.18216138,0.067841707
0.067841707,95.18216138,0.068536769
0.068536769,95.18216138,0.069035556
0.069035556,95.18216138,0.069374894
0.069374894,95.18216138,0.06959177
0.06959177,95.18216138,0.069719568
0.069719568,95.18216138,0.069786174
0.069786174,95.18216138,0.069813408
0.069813408,95.18216138,0.069817333
0.069817333,95.18216138,0.069809061
0.069809061,95.18216138,0.069795773
0.069795773,95.18216138,0.069781732
0.069781732,95.18216138,0.069769173
0.069769173,96.77183682,0.070038126
0.070038126,96.77183682,0.07063537
0.07063537,96.77183682,0.071324744
0.071324744,96.77183682,0.071977543
0.071977543,96.77183682,0.07253215
0.07253215,96.77183682,0.072967493
0.072967493,96.77183682,0.073286
0.073286,96.77183682,0.073502543
0.073502543,96.77183682,0.073637237
0.073637237,96.77183682,0.073710869
0.073710869,96.77183682,0.073742223
0.073742223,96.77183682,0.073746752
0.073746752,96.77183682,0.073736208
0.073736208,96.77183682,0.073718865
0.073718865,96.77183682,0.073700063
0.073700063,96.77183682,0.073682873
0.073682873,102.2626389,0.074639168
