CA(k),qc,CA(k+1)
0.094542188,103.7561449,0.094342065
0.094342065,108.8912795,0.095104221
0.095104221,108.8912795,0.09732066
0.09732066,108.8912795,0.100410328
0.100410328,108.8912795,0.103929669
0.103929669,108.8912795,0.107548682
0.107548682,108.8912795,0.11102059
0.11102059,108.8912795,0.114158658
0.114158658,108.8912795,0.116821716
0.116821716,108.8912795,0.118906747
0.118906747,108.8912795,0.12034665
0.12034665,108.8912795,0.121111468
0.121111468,108.8912795,0.12121141
0.12121141,108.8912795,0.120699675
0.120699675,108.8912795,0.119672729
0.119672729,108.8912795,0.118265592
0.118265592,108.8912795,0.116640552
0.116640552,106.1153128,0.11444243
0.11444243,106.1153128,0.111448481
0.111448481,106.1153128,0.108083331
0.108083331,106.1153128,0.104786594
0.104786594,106.1153128,0.101931532
0.101931532,106.1153128,0.0997609
0.0997609,106.1153128,0.098366381
0.098366381,106.1153128,0.097711667
0.097711667,106.1153128,0.097678126
0.097678126,106.1153128,0.098110196
0.098110196,106.1153128,0.098848398
0.098848398,106.1153128,0.099748496
0.099748496,106.1153128,0.100690357
0.100690357,106.1153128,0.1015807
0.1015807,106.1153128,0.102352744
0.102352744,106.1153128,0.102964402
0.102964402,106.1153128,0.10339577
0.10339577,106.1153128,0.103646111
0.103646111,106.1153128,0.103730354
0.103730354,106.1153128,0.103675125
0.103675125,106.1153128,0.103514458
0.103514458,106.1153128,0.103285444
0.103285444,106.1153128,0.103024205
0.103024205,106.1153128,0.10276257
0.10276257,106.1153128,0.102525756
0.102525756,106.1153128,0.102331181
0.102331181,106.1153128,0.102188353
0.102188353,106.1153128,0.102099641
0.102099641,106.1153128,0.102061637
0.102061637,106.1153128,0.1020668
0.1020668,106.1153128,0.102105145
0.102105145,106.1153128,0.102165754
0.102165754,106.1153128,0.102238034
0.102238034,106.1153128,0.102312635
0.102312635,93.58371948,0.100016473
0.100016473,93.58371948,0.093886173
0.093886173,93.58371948,0.085787967
0.085787967,93.58371948,0.077887988
0.077887988,93.58371948,0.071757088
0.071757088,93.58371948,0.06783125
0.06783125,93.58371948,0.06572051
0.06572051,93.58371948,0.064802959
0.064802959,93.58371948,0.064561645
0.064561645,93.58371948,0.064656017
0.064656017,93.58371948,0.064887103
0.064887103,93.58371948,0.065148285
0.065148285,93.58371948,0.065388016
0.065388016,93.58371948,0.065585865
0.065585865,93.58371948,0.065738008
0.065738008,93.58371948,0.065848693
0.065848693,93.58371948,0.065925351
0.065925351,93.58371948,0.06597594
0.06597594,93.58371948,0.06600763
0.06600763,93.58371948,0.066026282
0.066026282,93.58371948,0.066036371
0.066036371,93.58371948,0.06604113
0.06604113,93.58371948,0.066042776
0.066042776,93.58371948,0.06604276
0.06604276,93.58371948,0.066041979
0.066041979,88.35522742,0.065128485
0.065128485,88.35522742,0.063235029
0.063235029,88.35522742,0.061224371
0.061224371,88.35522742,0.059511407
0.059511407,88.35522742,0.058210221
0.058210221,88.35522742,0.057283588
0.057283588,88.35522742,0.056646029
0.056646029,88.35522742,0.056214096
0.056214096,88.35522742,0.055922589
0.055922589,88.35522742,0.055725306
0.055725306,88.35522742,0.055590985
0.055590985,88.35522742,0.055498878
0.055498878,88.35522742,0.055435275
0.055435275,88.35522742,0.055391079
0.055391079,88.35522742,0.055360207
0.055360207,88.35522742,0.055338551
0.055338551,88.35522742,0.055323307
0.055323307,88.35522742,0.05531255
0.05531255,88.35522742,0.055304944
0.055304944,88.35522742,0.055299558
0.055299558,88.35522742,0.055295739
0.055295739,104.5096573,0.057919455
0.057919455,104.5096573,0.063107176
0.063107176,104.5096573,0.068987173
0.068987173,104.5096573,0.074874872
0.074874872,104.5096573,0.080451833
0.080451833,104.5096573,0.085531847
0.085531847,104.5096573,0.089990057
0.089990057,104.5096573,0.09374074
0.09374074,104.5096573,0.09673152
0.09673152,104.5096573,0.098943746
0.098943746,104.5096573,0.100394835
0.100394835,104.5096573,0.101140054
0.101140054,104.5096573,0.101271585
0.101271585,104.5096573,0.100913139
0.100913139,104.5096573,0.100209352
0.100209352,104.5096573,0.099310837
0.099310837,104.5096573,0.098357608
0.098357608,104.5096573,0.097464594
0.097464594,104.5096573,0.096712543
0.096712543,104.5096573,0.096145731
0.096145731,104.5096573,0.095775723
0.095775723,104.5096573,0.095588954
0.095588954,104.5096573,0.095555594
0.095555594,104.5096573,0.095637781
0.095637781,104.5096573,0.095796159
0.095796159,104.5096573,0.095994469
0.095994469,104.5096573,0.096202326
0.096202326,104.5096573,0.096396562
0.096396562,104.5096573,0.096561479
0.096561479,104.5096573,0.096688358
0.096688358,104.5096573,0.096774462
0.096774462,104.5096573,0.096821765
0.096821765,104.5096573,0.096835567
0.096835567,104.5096573,0.096823135
0.096823135,104.5096573,0.096792494
0.096792494,104.5096573,0.096751438
0.096751438,104.5096573,0.096706802
0.096706802,90.82180658,0.094082146
0.094082146,90.82180658,0.087494222
0.087494222,90.82180658,0.079236865
0.079236865,90.82180658,0.071657321
0.071657321,90.82180658,0.066121937
0.066121937,90.82180658,0.062733152
0.062733152,90.82180658,0.060925632
0.060925632,90.82180658,0.060078184
0.060078184,90.82180658,0.059747821
0.059747821,90.82180658,0.059670841
0.059670841,90.82180658,0.05970461
0.05970461,90.82180658,0.059777041
0.059777041,90.82180658,0.059854334
0.059854334,90.82180658,0.059922507
0.059922507,90.82180658,0.059977333
0.059977333,90.82180658,0.060019031
0.060019031,100.3337846,0.061643388
0.061643388,100.3337846,0.064905435
0.064905435,100.3337846,0.068571698
0.068571698,100.3337846,0.072120163
0.072120163,100.3337846,0.07531135
0.07531135,100.3337846,0.078032217
0.078032217,100.3337846,0.080238012
0.080238012,100.3337846,0.081928471
0.081928471,100.3337846,0.083135897
0.083135897,100.3337846,0.083916766
0.083916766,100.3337846,0.084343806
0.084343806,100.3337846,0.084497772
0.084497772,100.3337846,0.084459318
0.084459318,100.3337846,0.084301905
0.084301905,100.3337846,0.084086671
0.084086671,100.3337846,0.083859763
0.083859763,100.3337846,0.083652116
0.083652116,100.3337846,0.083481106
0.083481106,100.3337846,0.083353344
0.083353344,100.3337846,0.083267833
0.083267833,100.3337846,0.08321892
0.08321892,100.3337846,0.083198735
0.083198735,100.3337846,0.083198963
0.083198963,100.3337846,0.083212001
0.083212001,100.3337846,0.083231586
0.083231586,100.3337846,0.083253021
0.083253021,100.3337846,0.08327314
0.08327314,100.1773974,0.08326169
0.08326169,100.1773974,0.083207349
0.083207349,100.1773974,0.083132343
0.083132343,100.1773974,0.083053112
0.083053112,100.1773974,0.0829805
0.0829805,100.1773974,0.082920539
0.082920539,100.1773974,0.082875521
0.082875521,100.1773974,0.082845124
0.082845124,100.1773974,0.082827426
0.082827426,100.1773974,0.082819738
0.082819738,100.1773974,0.082819208
0.082819208,100.1773974,0.082823217
0.082823217,100.1773974,0.082829599
0.082829599,111.1358404,0.084794199
0.084794199,111.1358404,0.089457501
0.089457501,111.1358404,0.095554021
0.095554021,111.1358404,0.102336752
0.102336752,111.1358404,0.109343985
0.109343985,111.1358404,0.116263274
0.116263274,111.1358404,0.122860525
0.122860525,111.1358404,0.128943248
0.128943248,111.1358404,0.13434106
0.13434106,111.1358404,0.138895435
0.138895435,111.1358404,0.142455357
0.142455357,111.1358404,0.144878051
0.144878051,111.1358404,0.146035497
0.146035497,111.1358404,0.145828472
0.145828472,111.1358404,0.144210141
0.144210141,111.1358404,0.1412198
0.1412198,111.1358404,0.137022544
0.137022544,111.1358404,0.131941202
0.131941202,111.1358404,0.12645607
0.12645607,111.1358404,0.121147537
0.121147537,111.1358404,0.116581654
0.116581654,111.1358404,0.113181838
0.113181838,111.1358404,0.111150684
0.111150684,111.1358404,0.110473727
0.110473727,111.1358404,0.110982758
0.110982758,111.1358404,0.112432544
0.112432544,111.1358404,0.114559388
0.114559388,111.1358404,0.117114055
0.117114055,111.1358404,0.119875227
0.119875227,111.1358404,0.122652099
0.122652099,111.1358404,0.125282485
0.125282485,111.1358404,0.127630073
0.127630073,111.1358404,0.129582548
0.129582548,111.1358404,0.131051343
0.131051343,111.1358404,0.131973176
0.131973176,111.1358404,0.132313215
0.132313215,111.1358404,0.132069307
0.132069307,111.1358404,0.1312762
0.1312762,111.1358404,0.130008119
0.130008119,111.1358404,0.128377667
0.128377667,111.1358404,0.126529138
0.126529138,111.1358404,0.124625488
0.124625488,111.1358404,0.12283022
0.12283022,111.1358404,0.121287686
0.121287686,111.1358404,0.120106491
0.120106491,111.1358404,0.119349865
0.119349865,111.1358404,0.119034408
0.119034408,111.1358404,0.119135885
0.119135885,111.1358404,0.119599133
0.119599133,111.1358404,0.120349016
0.120349016,111.1358404,0.121300318
0.121300318,111.1358404,0.122365604
0.122365604,111.1358404,0.123460981
0.123460981,111.1358404,0.124510126
0.124510126,111.1358404,0.12544711
0.12544711,111.1358404,0.12621844
0.12621844,111.1358404,0.126784627
0.126784627,111.1358404,0.127121385
0.127121385,111.1358404,0.127220415
0.127220415,111.1358404,0.127089624
0.127089624,111.1358404,0.126752505
0.126752505,111.1358404,0.126246465
0.126246465,111.1358404,0.125619933
0.125619933,111.1358404,0.124928331
0.124928331,111.1358404,0.124229203
0.124229203,111.1358404,0.123577067
0.123577067,111.1358404,0.12301868
0.12301868,111.1358404,0.122589365
0.122589365,111.1358404,0.122310843
0.122310843,111.1358404,0.122190718
0.122190718,111.1358404,0.122223425
0.122223425,111.1358404,0.122392295
0.122392295,111.1358404,0.122672256
0.122672256,111.1358404,0.123032765
0.123032765,111.1358404,0.123440659
0.123440659,111.1358404,0.123862715
0.123862715,111.1358404,0.12426784
0.12426784,111.1358404,0.124628837
0.124628837,111.1358404,0.124923773
0.124923773,111.1358404,0.125136938
0.125136938,111.1358404,0.125259409
0.125259409,111.1358404,0.125289203
0.125289203,111.1358404,0.125231013
0.125231013,111.1358404,0.125095531
0.125095531,111.1358404,0.124898368
0.124898368,111.1358404,0.124658645
0.124658645,99.65392873,0.12222461
0.12222461,99.65392873,0.115751492
0.115751492,99.65392873,0.10629729
0.10629729,99.65392873,0.095776023
0.095776023,99.65392873,0.086437605
0.086437605,99.65392873,0.079797556
0.079797556,99.65392873,0.07608097
0.07608097,99.65392873,0.074648792
0.074648792,99.65392873,0.074674096
0.074674096,99.65392873,0.075489515
0.075489515,99.65392873,0.076645563
0.076645563,99.65392873,0.077865193
0.077865193,99.65392873,0.078989014
0.078989014,99.65392873,0.079934885
0.079934885,99.65392873,0.080671261
0.080671261,99.65392873,0.081199493
0.081199493,99.65392873,0.081541383
0.081541383,99.65392873,0.081729923
0.081729923,99.65392873,0.081802251
0.081802251,99.65392873,0.081794471
0.081794471,99.65392873,0.081738203
0.081738203,99.65392873,0.081658712
0.081658712,99.65392873,0.081574363
0.081574363,99.65392873,0.081497052
0.081497052,99.65392873,0.081433254
0.081433254,99.65392873,0.081385324
0.081385324,99.65392873,0.081352807
0.081352807,99.65392873,0.081333585
0.081333585,99.65392873,0.081324778
0.081324778,99.65392873,0.081323389
0.081323389,99.65392873,0.081326705
0.081326705,99.65392873,0.081332507
0.081332507,97.46338468,0.080941387
0.080941387,97.46338468,0.080017785
0.080017785,97.46338468,0.078891182
0.078891182,97.46338468,0.077794294
0.077794294,97.46338468,0.076862761
0.076862761,97.46338468,0.076151327
0.076151327,97.46338468,0.075658989
0.075658989,97.46338468,0.075353893
0.075353893,97.46338468,0.075192432
0.075192432,97.46338468,0.075131245
0.075131245,97.46338468,0.075133327
0.075133327,97.46338468,0.075170175
0.075170175,97.46338468,0.075221667
0.075221667,97.46338468,0.075274842
0.075274842,97.46338468,0.075322309
0.075322309,97.46338468,0.075360676
0.075360676,101.1790484,0.076049929
0.076049929,101.1790484,0.077565163
0.077565163,101.1790484,0.079388503
0.079388503,101.1790484,0.081208969
0.081208969,101.1790484,0.082848121
0.082848121,101.1790484,0.084212661
0.084212661,101.1790484,0.085266078
0.085266078,101.1790484,0.086010911
0.086010911,101.1790484,0.086476315
0.086476315,101.1790484,0.086708152
0.086708152,101.1790484,0.086760503
0.086760503,101.1790484,0.086688437
0.086688437,101.1790484,0.086542322
0.086542322,101.1790484,0.086363978
0.086363978,101.1790484,0.086184785
0.086184785,101.1790484,0.086025517
0.086025517,101.2290243,0.08590662
0.08590662,101.2290243,0.085835556
0.085835556,101.2290243,0.085803766
0.085803766,101.2290243,0.085801176
0.085801176,101.2290243,0.085817907
0.085817907,101.2290243,0.085845345
0.085845345,101.2290243,0.085876673
0.085876673,101.2290243,0.085907011
0.085907011,101.2290243,0.08593329
0.08593329,101.2290243,0.085953961
0.085953961,101.2290243,0.085968642
0.085968642,101.2290243,0.085977758
0.085977758,101.2290243,0.08598221
0.08598221,100.350226,0.085822592
0.085822592,100.350226,0.08543474
0.08543474,100.350226,0.084943673
0.084943673,100.350226,0.084444223
0.084444223,100.350226,0.083999157
0.083999157,100.350226,0.083642043
0.083642043,100.350226,0.083383277
0.083383277,100.350226,0.083217272
0.083217272,100.350226,0.083129204
0.083129204,100.350226,0.083100419
0.083100419,100.350226,0.083112212
0.083112212,100.350226,0.083148117
0.083148117,100.350226,0.083195014
0.083195014,100.350226,0.083243403
0.083243403,100.350226,0.083287142
0.083287142,96.95709745,0.082703717
0.082703717,96.95709745,0.08126578
0.08126578,96.95709745,0.079488838
0.079488838,96.95709745,0.077755678
0.077755678,96.95709745,0.076294526
0.076294526,96.95709745,0.075195003
0.075195003,96.95709745,0.074449828
0.074449828,96.95709745,0.074000339
0.074000339,96.95709745,0.073771269
0.073771269,96.95709745,0.073691249
0.073691249,96.95709745,0.073701944
0.073701944,96.95709745,0.073760221
0.073760221,96.95709745,0.073836813
0.073836813,96.95709745,0.07391363
0.07391363,96.95709745,0.073980872
0.073980872,96.95709745,0.074034428
0.074034428,93.8870331,0.073525074
0.073525074,93.8870331,0.072331897
0.072331897,93.8870331,0.07094518
0.07094518,93.8870331,0.069663646
0.069663646,93.8870331,0.068626134
0.068626134,93.8870331,0.067861783
0.067861783,93.8870331,0.067340267
0.067340267,93.8870331,0.067008845
0.067008845,93.8870331,0.066813783
0.066813783,93.8870331,0.066709891
0.066709891,93.8870331,0.066663035
0.066663035,93.8870331,0.066649294
0.066649294,93.8870331,0.066652928
0.066652928,93.8870331,0.0666642
0.0666642,93.8870331,0.066677519
0.066677519,93.8870331,0.066689987
0.066689987,93.8870331,0.066700364
0.066700364,101.5825018,0.068036177
0.068036177,101.5825018,0.070881856
0.070881856,101.5825018,0.074202655
0.074202655,101.5825018,0.077487356
0.077487356,101.5825018,0.080473692
0.080473692,101.5825018,0.083026291
0.083026291,101.5825018,0.085083812
0.085083812,101.5825018,0.086634817
0.086634817,101.5825018,0.087704947
0.087704947,101.5825018,0.088347852
0.088347852,101.5825018,0.088636678
0.088636678,101.5825018,0.088655125
0.088655125,101.5825018,0.088488383
0.088488383,101.5825018,0.088214944
0.088214944,101.5825018,0.087900401
0.087900401,101.5825018,0.087593982
0.087593982,101.5825018,0.087327884
0.087327884,101.5825018,0.087118919
0.087118919,101.5825018,0.086971596
0.086971596,101.5825018,0.086881752
0.086881752,101.5825018,0.086840031
0.086840031,101.5825018,0.086834786
0.086834786,101.5825018,0.086854222
0.086854222,101.5825018,0.086887795
0.086887795,101.5825018,0.086926972
0.086926972,101.5825018,0.086965497
0.086965497,93.28565382,0.085465619
0.085465619,93.28565382,0.081797768
0.081797768,93.28565382,0.077313482
0.077313482,93.28565382,0.07312002
