CA(k),qc,CA(k+1)
0.094542188,103.7561449,0.094342065
0.094342065,108.8912795,0.095104221
0.095104221,108.8912795,0.09732066
0.09732066,108.8912795,0.100410328
0.100410328,108.8912795,0.103929669
0.103929669,108.8912795,0.107548682
0.107548682,108.8912795,0.11102059
0.11102059,108.8912795,0.114158658
0.114158658,108.8912795,0.116821716
0.116821716,108.8912795,0.118906747
0.118906747,108.8912795,0.12034665
0.12034665,108.8912795,0.121111468
0.121111468,108.8912795,0.12121141
0.12121141,108.8912795,0.120699675
0.120699675,108.8912795,0.119672729
0.119672729,108.8912795,0.118265592
0.118265592,108.8912795,0.116640552
0.116640552,106.1153128,0.11444243
0.11444243,106.1153128,0.111448481
0.111448481,106.1153128,0.108083331
0.108083331,106.1153128,0.104786594
0.104786594,106.1153128,0.101931532
0.101931532,106.1153128,0.0997609
0.0997609,106.1153128,0.098366381
0.098366381,106.1153128,0.097711667
0.097711667,106.1153128,0.097678126
0.097678126,106.1153128,0.098110196
0.098110196,106.1153128,0.098848398
0.098848398,106.1153128,0.099748496
0.099748496,106.1153128,0.100690357
0.100690357,106.1153128,0.1015807
0.1015807,106.1153128,0.102352744
0.102352744,106.1153128,0.102964402
0.102964402,106.1153128,0.10339577
0.10339577,106.1153128,0.103646111
0.103646111,106.1153128,0.103730354
0.103730354,106.1153128,0.103675125
0.103675125,106.1153128,0.103514458
0.103514458,106.1153128,0.103285444
0.103285444,106.1153128,0.103024205
0.103024205,106.1153128,0.10276257
0.10276257,106.1153128,0.102525756
0.102525756,106.1153128,0.102331181
0.102331181,106.1153128,0.102188353
0.102188353,106.1153128,0.102099641
0.102099641,106.1153128,0.102061637
0.102061637,106.1153128,0.1020668
0.1020668,106.1153128,0.102105145
0.102105145,106.1153128,0.102165754
0.102165754,106.1153128,0.102238034
0.102238034,106.1153128,0.102312635
0.102312635,93.58371948,0.100016473
0.100016473,93.58371948,0.093886173
0.093886173,93.58371948,0.085787967
0.085787967,93.58371948,0.077887988
0.077887988,93.58371948,0.071757088
0.071757088,93.58371948,0.06783125
0.06783125,93.58371948,0.06572051
0.06572051,93.58371948,0.064802959
0.064802959,93.58371948,0.064561645
0.064561645,93.58371948,0.064656017
0.064656017,93.58371948,0.064887103
0.064887103,93.58371948,0.065148285
0.065148285,93.58371948,0.065388016
0.065388016,93.58371948,0.065585865
0.065585865,93.58371948,0.065738008
0.065738008,93.58371948,0.065848693
0.065848693,93.58371948,0.065925351
0.065925351,93.58371948,0.06597594
0.06597594,93.58371948,0.06600763
0.06600763,93.58371948,0.066026282
0.066026282,93.58371948,0.066036371
0.066036371,93.58371948,0.06604113
0.06604113,93.58371948,0.066042776
0.066042776,93.58371948,0.06604276
0.06604276,93.58371948,0.066041979
0.066041979,88.35522742,0.065128485
0.065128485,88.35522742,0.063235029
0.063235029,88.35522742,0.061224371
0.061224371,88.35522742,0.059511407
0.059511407,88.35522742,0.058210221
0.058210221,88.35522742,0.057283588
0.057283588,88.35522742,0.056646029
0.056646029,88.35522742,0.056214096
0.056214096,88.35522742,0.055922589
0.055922589,88.35522742,0.055725306
0.055725306,88.35522742,0.055590985
0.055590985,88.35522742,0.055498878
0.055498878,88.35522742,0.055435275
0.055435275,88.35522742,0.055391079
0.055391079,88.35522742,0.055360207
0.055360207,88.35522742,0.055338551
0.055338551,88.35522742,0.055323307
0.055323307,88.35522742,0.05531255
0.05531255,88.35522742,0.055304944
0.055304944,88.35522742,0.055299558
0.055299558,88.35522742,0.055295739
